timeSec,estimatedX,estimatedY,estimatedHeadingDeg,truthX,truthY,truthHeadingDeg,translationErrorMeters,headingErrorDegrees
2.876,0.00000,0.00000,0.046,0.99899,-0.46307,-7.470,1.10109,7.516
2.899,0.00000,0.00000,0.046,1.01433,-0.46508,-7.470,1.11587,7.516
2.918,0.00000,0.00000,0.045,1.02712,-0.46675,-7.470,1.12820,7.515
2.938,0.00000,0.00000,0.046,1.03991,-0.46843,-7.470,1.14055,7.516
2.959,0.00000,0.00000,0.045,1.05270,-0.47011,-7.470,1.15290,7.515
2.977,0.00000,0.00000,0.044,1.06293,-0.47145,-7.470,1.16279,7.514
2.995,0.00000,0.00000,0.042,1.07572,-0.47313,-7.470,1.17517,7.512
3.019,0.00000,0.00000,0.041,1.09107,-0.47514,-7.470,1.19004,7.510
3.038,0.00000,0.00000,0.039,1.10386,-0.47682,-7.470,1.20244,7.508
3.058,0.00000,0.00000,0.039,1.11409,-0.47816,-7.470,1.21237,7.509
3.075,0.00000,0.00000,0.038,1.12688,-0.47983,-7.470,1.22479,7.508
3.098,0.00000,0.00000,0.040,1.14223,-0.48185,-7.470,1.23970,7.509
3.118,0.00000,0.00000,0.039,1.15502,-0.48352,-7.470,1.25214,7.509
3.138,0.00000,0.00000,0.040,1.16781,-0.48520,-7.470,1.26459,7.509
3.159,0.00000,0.00000,0.037,1.18060,-0.48688,-7.470,1.27705,7.507
3.177,0.00000,0.00000,0.038,1.19083,-0.48822,-7.470,1.28703,7.507
3.197,0.00000,0.00000,0.037,1.20362,-0.48990,-7.470,1.29950,7.507
3.216,0.00000,0.00000,0.037,1.21641,-0.49157,-7.470,1.31198,7.507
3.237,0.00000,0.00000,0.041,1.22920,-0.49325,-7.470,1.32448,7.510
3.255,0.00000,0.00000,0.041,1.24199,-0.49493,-7.470,1.33697,7.511
3.278,0.00000,0.00000,0.041,1.25734,-0.49694,-7.470,1.35198,7.511
3.296,0.00000,0.00000,0.046,1.26757,-0.49828,-7.470,1.36199,7.515
3.319,0.00000,0.00000,0.045,1.28292,-0.50029,-7.470,1.37702,7.514
3.339,0.00000,0.00000,0.043,1.29571,-0.50197,-7.470,1.38955,7.512
3.359,0.00000,0.00000,0.041,1.30850,-0.50365,-7.470,1.40209,7.510
3.378,0.00000,0.00000,0.041,1.32130,-0.50532,-7.470,1.41463,7.511
3.396,0.00000,0.00000,0.040,1.33153,-0.50667,-7.470,1.42467,7.510
3.418,0.00000,0.00000,0.042,1.34688,-0.50868,-7.470,1.43973,7.511
3.435,0.00000,0.00000,0.042,1.35711,-0.51002,-7.470,1.44978,7.511
3.459,0.00000,0.00000,0.039,1.37246,-0.51203,-7.470,1.46486,7.509
3.478,0.00000,0.00000,0.039,1.38525,-0.51371,-7.470,1.47743,7.509
3.498,0.00000,0.00000,0.041,1.39804,-0.51539,-7.470,1.49001,7.511
3.519,0.00000,0.00000,0.038,1.41083,-0.51706,-7.470,1.50260,7.508
3.539,0.00000,0.00000,0.039,1.42286,-0.51904,-7.470,1.51457,7.509
3.556,0.00000,0.00000,0.038,1.43135,-0.52201,-7.470,1.52357,7.508
3.578,0.00000,0.00000,0.038,1.44105,-0.52972,-7.470,1.53533,7.508
3.596,0.00000,0.00000,0.040,1.44509,-0.53606,-7.470,1.54131,7.510
3.619,0.00000,0.00000,0.040,1.44826,-0.54526,-7.470,1.54750,7.510
3.636,0.00000,0.00000,0.040,1.44910,-0.55056,-7.470,1.55017,7.510
3.655,0.00000,0.00000,0.040,1.44942,-0.55591,-7.470,1.55237,7.510
3.680,0.00000,0.00000,0.040,1.44933,-0.56046,-7.470,1.55392,7.510
3.699,0.00000,0.00000,0.041,1.44915,-0.56278,-7.470,1.55460,7.511
3.715,0.00000,0.00000,0.040,1.44904,-0.56375,-7.470,1.55484,7.510
3.735,0.00000,0.00000,0.040,1.44899,-0.56393,-7.470,1.55486,7.510
3.757,0.00000,0.00000,0.040,1.44949,-0.56311,-7.470,1.55502,7.510
3.778,0.00000,0.00000,0.041,1.44994,-0.56085,-7.470,1.55464,7.511
3.799,0.00000,0.00000,0.041,1.45035,-0.55803,-7.470,1.55399,7.511
3.818,0.00000,0.00000,0.042,1.45081,-0.55442,-7.470,1.55314,7.511
3.838,0.00000,0.00000,0.043,1.45136,-0.55012,-7.470,1.55212,7.513
3.856,0.00000,0.00000,0.042,1.45185,-0.54620,-7.470,1.55120,7.512
3.878,0.00000,0.00000,0.042,1.45268,-0.53964,-7.470,1.54968,7.512
3.897,0.00000,0.00000,0.042,1.45329,-0.53483,-7.470,1.54858,7.512
3.918,0.00000,0.00000,0.044,1.45428,-0.52703,-7.470,1.54684,7.514
3.938,0.00000,0.00000,0.044,1.45499,-0.52147,-7.470,1.54562,7.514
3.958,0.00000,0.00000,0.046,1.45612,-0.51265,-7.470,1.54373,7.516
3.979,0.00000,0.00000,0.046,1.45711,-0.50490,-7.470,1.54210,7.515
3.999,0.00000,0.00000,0.046,1.45814,-0.49681,-7.470,1.54045,7.516
4.019,0.00000,0.00000,0.046,1.45921,-0.48842,-7.470,1.53879,7.516
4.038,0.00000,0.00000,0.046,1.46032,-0.47976,-7.470,1.53711,7.516
4.056,0.00000,0.00000,0.045,1.46123,-0.47264,-7.470,1.53577,7.515
4.076,0.00000,0.00000,0.044,1.46240,-0.46354,-7.470,1.53410,7.514
4.098,0.00000,0.00000,0.046,1.46383,-0.45234,-7.470,1.53212,7.515
4.118,0.00000,0.00000,0.045,1.46505,-0.44279,-7.470,1.53050,7.515
4.138,0.00000,0.00000,0.045,1.46629,-0.43307,-7.470,1.52891,7.515
4.159,0.00000,0.00000,0.042,1.46756,-0.42320,-7.470,1.52736,7.512
4.179,0.00000,0.00000,0.041,1.46884,-0.41318,-7.470,1.52585,7.511
4.199,0.00000,0.00000,0.043,1.47014,-0.40302,-7.470,1.52438,7.512
4.218,0.00000,0.00000,0.041,1.47145,-0.39275,-7.470,1.52297,7.511
4.239,0.00000,0.00000,0.038,1.47278,-0.38237,-7.470,1.52161,7.508
4.257,0.00000,0.00000,0.040,1.47859,-0.37367,-7.470,1.52508,7.510
4.275,0.00000,0.00000,0.527,1.48257,-0.37059,-6.860,1.52818,7.388
4.296,0.00000,0.00000,0.985,1.48542,-0.36833,-6.419,1.53041,7.405
4.320,0.00000,0.00000,1.409,1.48795,-0.36631,-6.027,1.53237,7.436
4.336,0.00000,0.00000,1.620,1.48930,-0.36521,-5.816,1.53342,7.436
4.356,0.00000,0.00000,1.853,1.49075,-0.36402,-5.588,1.53456,7.441
4.380,0.00000,0.00000,2.099,1.49230,-0.36274,-5.345,1.53576,7.443
4.397,0.00000,0.00000,2.247,1.49326,-0.36195,-5.194,1.53650,7.441
4.416,0.00000,0.00000,2.433,1.49440,-0.36099,-5.013,1.53739,7.446
4.438,0.00000,0.00000,2.640,1.49573,-0.35987,-4.802,1.53842,7.443
4.458,0.00000,0.00000,2.768,1.49682,-0.35895,-4.629,1.53926,7.397
4.478,0.00000,0.00000,2.976,1.49790,-0.35803,-4.457,1.54010,7.433
4.495,0.00000,0.00000,3.111,1.49876,-0.35729,-4.320,1.54076,7.431
4.516,0.00000,0.00000,3.282,1.49984,-0.35637,-4.148,1.54159,7.430
4.540,0.00000,0.00000,3.494,1.50113,-0.35525,-3.941,1.54259,7.435
4.556,0.00000,0.00000,3.637,1.50199,-0.35450,-3.803,1.54326,7.440
4.578,0.00000,0.00000,3.847,1.50328,-0.35336,-3.594,1.54426,7.441
4.596,0.00000,0.00000,3.983,1.50415,-0.35260,-3.454,1.54492,7.437
4.618,0.00000,0.00000,4.165,1.50523,-0.35163,-3.279,1.54576,7.443
4.638,0.00000,0.00000,4.335,1.50632,-0.35066,-3.102,1.54660,7.437
4.657,0.00000,0.00000,4.513,1.50741,-0.34968,-2.924,1.54743,7.438
4.677,0.00000,0.00000,4.693,1.50850,-0.34869,-2.746,1.54828,7.438
4.698,0.00000,0.00000,4.868,1.50981,-0.34750,-2.530,1.54929,7.398
4.715,0.00000,0.00000,5.046,1.51069,-0.34669,-2.385,1.54996,7.432
4.735,0.00000,0.00000,5.220,1.51180,-0.34567,-2.204,1.55081,7.424
4.757,0.00000,0.00000,5.406,1.51290,-0.34465,-2.021,1.55166,7.427
4.777,0.00000,0.00000,5.587,1.51401,-0.34361,-1.837,1.55251,7.424
4.798,0.00000,0.00000,5.815,1.51534,-0.34236,-1.615,1.55353,7.430
4.819,0.00000,0.00000,5.995,1.51646,-0.34130,-1.429,1.55439,7.425
4.838,0.00000,0.00000,6.138,1.51757,-0.34024,-1.242,1.55525,7.381
4.858,0.00000,0.00000,6.335,1.51869,-0.33916,-1.054,1.55610,7.389
4.879,0.00000,0.00000,6.564,1.51982,-0.33807,-0.864,1.55697,7.429
4.897,0.00000,0.00000,6.709,1.52072,-0.33720,-0.712,1.55765,7.421
4.919,0.00000,0.00000,6.948,1.52207,-0.33587,-0.482,1.55869,7.430
4.939,0.00000,0.00000,7.133,1.52321,-0.33476,-0.290,1.55956,7.422
4.955,0.00000,0.00000,7.290,1.52411,-0.33386,-0.135,1.56025,7.424
4.975,0.00000,0.00000,7.374,1.52414,-0.33365,-0.092,1.56023,7.466
4.997,0.00000,0.00000,7.376,1.52411,-0.33365,-0.092,1.56020,7.468
5.018,0.00000,0.00000,7.377,1.52411,-0.33365,-0.092,1.56020,7.469
5.036,0.00000,0.00000,7.378,1.52411,-0.33365,-0.092,1.56020,7.470
5.056,0.00000,0.00000,7.376,1.52411,-0.33365,-0.092,1.56020,7.468
5.075,0.00000,0.00000,7.377,1.52411,-0.33365,-0.092,1.56020,7.469
5.095,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.120,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.136,0.00000,0.00000,7.383,1.52411,-0.33365,-0.092,1.56020,7.475
5.159,0.00000,0.00000,7.383,1.52411,-0.33365,-0.092,1.56020,7.475
5.178,0.00000,0.00000,7.384,1.52411,-0.33365,-0.092,1.56020,7.476
5.195,0.00000,0.00000,7.384,1.52411,-0.33365,-0.092,1.56020,7.476
5.220,0.00000,0.00000,7.386,1.52411,-0.33365,-0.092,1.56020,7.478
5.238,0.00000,0.00000,7.385,1.52411,-0.33365,-0.092,1.56020,7.477
5.255,0.00000,0.00000,7.384,1.52411,-0.33365,-0.092,1.56020,7.476
5.276,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.300,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.318,0.00000,0.00000,7.381,1.52411,-0.33365,-0.092,1.56020,7.473
5.338,0.00000,0.00000,7.381,1.52411,-0.33365,-0.092,1.56020,7.473
5.359,0.00000,0.00000,7.381,1.52411,-0.33365,-0.092,1.56020,7.473
5.378,0.00000,0.00000,7.381,1.52411,-0.33365,-0.092,1.56020,7.473
5.396,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.420,0.00000,0.00000,7.382,1.52411,-0.33365,-0.092,1.56020,7.474
5.439,0.00000,0.00000,7.382,1.52411,-0.33365,-0.092,1.56020,7.474
5.459,0.00000,0.00000,7.380,1.52411,-0.33365,-0.092,1.56020,7.472
5.476,0.00000,0.00000,7.377,1.52411,-0.33365,-0.092,1.56020,7.469
5.498,0.00000,0.00000,7.377,1.52411,-0.33365,-0.092,1.56020,7.469
5.518,0.00000,0.00000,7.374,1.52411,-0.33365,-0.092,1.56020,7.466
5.536,0.00000,0.00000,7.374,1.52411,-0.33365,-0.092,1.56020,7.466
5.557,0.00000,0.00000,7.372,1.52411,-0.33365,-0.092,1.56020,7.464
5.579,0.00000,0.00000,7.370,1.52411,-0.33365,-0.092,1.56020,7.462
5.597,0.00000,0.00000,7.369,1.52411,-0.33365,-0.092,1.56020,7.461
5.615,0.00000,0.00000,7.372,1.52411,-0.33365,-0.092,1.56020,7.463
5.640,0.00000,0.00000,7.370,1.52411,-0.33365,-0.092,1.56020,7.462
5.659,0.00000,0.00000,7.371,1.52411,-0.33365,-0.092,1.56020,7.463
5.675,0.00000,0.00000,7.372,1.52411,-0.33365,-0.092,1.56020,7.464
5.698,0.00000,0.00000,7.371,1.52411,-0.33365,-0.092,1.56020,7.463
5.719,0.00000,0.00000,7.372,1.52411,-0.33365,-0.092,1.56020,7.464
5.738,0.00000,0.00000,7.369,1.52411,-0.33365,-0.092,1.56020,7.461
5.758,0.00000,0.00000,7.371,1.52411,-0.33365,-0.092,1.56020,7.463
5.775,0.00000,0.00000,7.372,1.52411,-0.33365,-0.092,1.56020,7.464
5.800,0.00000,0.00000,7.370,1.52411,-0.33365,-0.092,1.56020,7.462
5.819,0.00000,0.00000,7.369,1.52411,-0.33365,-0.092,1.56020,7.461
5.836,0.00000,0.00000,7.370,1.52411,-0.33365,-0.092,1.56020,7.462
5.855,0.00000,0.00000,7.367,1.52411,-0.33365,-0.092,1.56020,7.459
5.878,0.00000,0.00000,7.367,1.52411,-0.33365,-0.092,1.56020,7.459
5.898,0.00000,0.00000,7.366,1.52411,-0.33365,-0.092,1.56020,7.458
5.915,0.00000,0.00000,7.367,1.52411,-0.33365,-0.092,1.56020,7.459
5.937,0.00000,0.00000,7.365,1.52411,-0.33365,-0.092,1.56020,7.457
5.955,0.00000,0.00000,7.367,1.52411,-0.33365,-0.092,1.56020,7.459
5.976,0.00000,0.00000,7.368,1.52411,-0.33365,-0.092,1.56020,7.460
5.996,0.00000,0.00000,7.368,1.52411,-0.33365,-0.092,1.56020,7.460
6.018,0.00000,0.00000,7.368,1.52411,-0.33365,-0.092,1.56020,7.460
6.036,0.00000,0.00000,7.372,1.52414,-0.33371,-0.082,1.56024,7.454
6.058,0.00000,0.00000,7.387,1.52423,-0.33383,-0.061,1.56036,7.448
6.078,0.00000,0.00000,7.415,1.52440,-0.33403,-0.027,1.56057,7.442
6.096,0.00000,0.00000,7.458,1.52457,-0.33431,0.021,1.56079,7.437
6.118,0.00000,0.00000,7.535,1.52489,-0.33491,0.124,1.56124,7.411
6.135,0.00000,0.00000,7.636,1.52516,-0.33541,0.210,1.56161,7.426
6.158,0.00000,0.00000,7.781,1.52563,-0.33627,0.357,1.56225,7.423
6.178,0.00000,0.00000,7.923,1.52608,-0.33705,0.492,1.56286,7.430
6.196,0.00000,0.00000,8.037,1.52647,-0.33771,0.606,1.56338,7.431
6.218,0.00000,0.00000,8.216,1.52708,-0.33873,0.783,1.56420,7.432
6.238,0.00000,0.00000,8.368,1.52761,-0.33960,0.935,1.56490,7.432
6.258,0.00000,0.00000,8.514,1.52815,-0.34049,1.090,1.56562,7.424
6.276,0.00000,0.00000,8.636,1.52859,-0.34121,1.216,1.56621,7.421
6.298,0.00000,0.00000,8.827,1.52926,-0.34229,1.406,1.56710,7.422
6.318,0.00000,0.00000,8.954,1.52982,-0.34320,1.565,1.56784,7.389
6.339,0.00000,0.00000,9.139,1.53038,-0.34411,1.726,1.56859,7.413
6.358,0.00000,0.00000,9.296,1.53094,-0.34502,1.888,1.56934,7.409
6.375,0.00000,0.00000,9.428,1.53140,-0.34575,2.018,1.56994,7.410
6.398,0.00000,0.00000,9.592,1.53208,-0.34685,2.213,1.57085,7.379
6.418,0.00000,0.00000,9.760,1.53264,-0.34777,2.377,1.57160,7.383
6.438,0.00000,0.00000,9.959,1.53321,-0.34868,2.541,1.57236,7.417
6.455,0.00000,0.00000,10.090,1.53367,-0.34942,2.673,1.57297,7.417
6.480,0.00000,0.00000,10.287,1.53435,-0.35052,2.872,1.57388,7.415
6.499,0.00000,0.00000,10.454,1.53492,-0.35144,3.038,1.57464,7.416
6.516,0.00000,0.00000,10.585,1.53537,-0.35217,3.171,1.57524,7.414
6.539,0.00000,0.00000,10.787,1.53606,-0.35328,3.372,1.57616,7.415
6.559,0.00000,0.00000,10.954,1.53662,-0.35419,3.540,1.57692,7.414
6.579,0.00000,0.00000,11.121,1.53719,-0.35511,3.708,1.57768,7.413
6.596,0.00000,0.00000,11.260,1.53765,-0.35585,3.844,1.57829,7.416
6.615,0.00000,0.00000,11.428,1.53822,-0.35677,4.013,1.57905,7.415
6.636,0.00000,0.00000,11.598,1.53879,-0.35769,4.183,1.57981,7.415
6.658,0.00000,0.00000,11.769,1.53936,-0.35861,4.354,1.58058,7.415
6.679,0.00000,0.00000,11.973,1.54004,-0.35971,4.560,1.58149,7.413
6.695,0.00000,0.00000,12.107,1.54050,-0.36045,4.697,1.58211,7.409
6.716,0.00000,0.00000,12.279,1.54107,-0.36137,4.870,1.58287,7.409
6.738,0.00000,0.00000,12.495,1.54175,-0.36247,5.078,1.58379,7.417
6.758,0.00000,0.00000,12.670,1.54232,-0.36339,5.252,1.58456,7.417
6.775,0.00000,0.00000,12.811,1.54278,-0.36413,5.392,1.58517,7.419
6.796,0.00000,0.00000,12.986,1.54335,-0.36505,5.567,1.58594,7.419
6.817,0.00000,0.00000,13.162,1.54392,-0.36597,5.743,1.58670,7.418
6.839,0.00000,0.00000,13.387,1.54461,-0.36708,5.956,1.58763,7.432
6.858,0.00000,0.00000,13.560,1.54518,-0.36800,6.133,1.58840,7.427
6.877,0.00000,0.00000,13.696,1.54564,-0.36873,6.276,1.58901,7.420
6.898,0.00000,0.00000,13.906,1.54632,-0.36984,6.490,1.58994,7.416
6.915,0.00000,0.00000,14.048,1.54678,-0.37058,6.634,1.59055,7.414
6.939,0.00000,0.00000,14.261,1.54747,-0.37168,6.850,1.59148,7.410
6.958,0.00000,0.00000,14.440,1.54804,-0.37261,7.032,1.59225,7.409
6.978,0.00000,0.00000,14.585,1.54849,-0.37334,7.177,1.59287,7.408
6.999,0.00000,0.00000,14.809,1.54918,-0.37445,7.396,1.59379,7.412
7.016,0.00000,0.00000,14.951,1.54964,-0.37519,7.543,1.59441,7.408
7.040,0.00000,0.00000,15.169,1.55033,-0.37630,7.764,1.59534,7.405
7.057,0.00000,0.00000,15.319,1.55078,-0.37703,7.913,1.59596,7.406
7.075,0.00000,0.00000,15.501,1.55136,-0.37796,8.098,1.59673,7.402
7.099,0.00000,0.00000,15.723,1.55204,-0.37907,8.323,1.59766,7.400
7.116,0.00000,0.00000,15.864,1.55250,-0.37980,8.473,1.59828,7.391
7.138,0.00000,0.00000,16.058,1.55319,-0.38091,8.699,1.59922,7.359
7.159,0.00000,0.00000,16.283,1.55376,-0.38184,8.888,1.59999,7.395
7.175,0.00000,0.00000,16.429,1.55422,-0.38258,9.041,1.60061,7.389
7.198,0.00000,0.00000,16.656,1.55491,-0.38368,9.270,1.60155,7.386
7.215,0.00000,0.00000,16.813,1.55537,-0.38442,9.424,1.60217,7.389
7.235,0.00000,0.00000,17.006,1.55594,-0.38535,9.617,1.60295,7.390
7.258,0.00000,0.00000,17.197,1.55652,-0.38627,9.811,1.60373,7.387
7.279,0.00000,0.00000,17.426,1.55720,-0.38738,10.044,1.60467,7.382
7.295,0.00000,0.00000,17.580,1.55766,-0.38812,10.201,1.60529,7.379
7.320,0.00000,0.00000,17.820,1.55835,-0.38923,10.438,1.60623,7.382
7.339,0.00000,0.00000,18.023,1.55893,-0.39016,10.636,1.60701,7.387
7.358,0.00000,0.00000,18.214,1.55950,-0.39108,10.835,1.60779,7.379
7.379,0.00000,0.00000,18.404,1.56008,-0.39201,11.035,1.60857,7.369
7.398,0.00000,0.00000,18.603,1.56065,-0.39293,11.236,1.60936,7.366
7.418,0.00000,0.00000,18.770,1.56111,-0.39368,11.398,1.60998,7.372
7.439,0.00000,0.00000,19.010,1.56180,-0.39479,11.642,1.61092,7.368
7.457,0.00000,0.00000,19.165,1.56226,-0.39553,11.806,1.61155,7.359
7.478,0.00000,0.00000,19.416,1.56295,-0.39664,12.052,1.61249,7.364
7.496,0.00000,0.00000,19.577,1.56341,-0.39738,12.218,1.61312,7.360
7.519,0.00000,0.00000,19.835,1.56410,-0.39849,12.467,1.61407,7.367
7.538,0.00000,0.00000,20.003,1.56456,-0.39923,12.635,1.61469,7.369
7.558,0.00000,0.00000,20.225,1.56514,-0.40016,12.845,1.61548,7.380
7.579,0.00000,0.00000,20.472,1.56583,-0.40127,13.099,1.61643,7.373
7.599,0.00000,0.00000,20.688,1.56640,-0.40220,13.312,1.61721,7.376
7.619,0.00000,0.00000,20.902,1.56698,-0.40313,13.526,1.61800,7.376
7.639,0.00000,0.00000,21.128,1.56756,-0.40405,13.742,1.61879,7.386
7.655,0.00000,0.00000,21.301,1.56802,-0.40479,13.916,1.61942,7.386
7.678,0.00000,0.00000,21.515,1.56871,-0.40591,14.178,1.62037,7.337
7.699,0.00000,0.00000,21.771,1.56928,-0.40683,14.398,1.62116,7.373
7.719,0.00000,0.00000,22.001,1.56986,-0.40776,14.619,1.62195,7.383
7.739,0.00000,0.00000,22.234,1.57044,-0.40869,14.842,1.62274,7.393
7.758,0.00000,0.00000,22.453,1.57101,-0.40962,15.066,1.62353,7.387
7.779,0.00000,0.00000,22.688,1.57159,-0.41054,15.292,1.62433,7.396
7.797,0.00000,0.00000,22.869,1.57205,-0.41128,15.474,1.62496,7.395
7.816,0.00000,0.00000,23.099,1.57263,-0.41221,15.702,1.62575,7.397
7.836,0.00000,0.00000,23.329,1.57320,-0.41314,15.932,1.62655,7.396
7.857,0.00000,0.00000,23.564,1.57378,-0.41407,16.164,1.62734,7.400
7.879,0.00000,0.00000,23.846,1.57447,-0.41518,16.445,1.62829,7.402
7.899,0.00000,0.00000,24.083,1.57505,-0.41610,16.681,1.62908,7.403
7.915,0.00000,0.00000,24.275,1.57551,-0.41685,16.871,1.62972,7.405
7.935,0.00000,0.00000,24.513,1.57608,-0.41777,17.109,1.63051,7.404
7.958,0.00000,0.00000,24.772,1.57678,-0.41888,17.399,1.63147,7.373
7.979,0.00000,0.00000,25.052,1.57735,-0.41981,17.642,1.63226,7.410
7.998,0.00000,0.00000,25.257,1.57793,-0.42074,17.887,1.63306,7.370
8.018,0.00000,0.00000,25.513,1.57850,-0.42166,18.134,1.63385,7.379
8.039,0.00000,0.00000,25.797,1.57870,-0.42258,18.359,1.63428,7.438
8.058,0.00000,0.00000,25.962,1.57826,-0.42328,18.515,1.63403,7.447
8.076,0.00000,0.00000,26.126,1.57705,-0.42400,18.678,1.63306,7.448
8.100,0.00000,0.00000,26.275,1.57483,-0.42514,18.818,1.63120,7.457
8.116,0.00000,0.00000,26.312,1.57282,-0.42617,18.852,1.62954,7.460
8.139,0.00000,0.00000,26.312,1.56900,-0.42819,18.852,1.62637,7.460
8.159,0.00000,0.00000,26.311,1.56508,-0.43030,18.852,1.62316,7.459
8.179,0.00000,0.00000,26.312,1.56054,-0.43279,18.852,1.61944,7.460
8.196,0.00000,0.00000,26.312,1.55649,-0.43503,18.852,1.61614,7.460
8.218,0.00000,0.00000,26.313,1.54977,-0.43878,18.852,1.61068,7.461
8.238,0.00000,0.00000,26.314,1.54362,-0.44222,18.852,1.60571,7.462
8.259,0.00000,0.00000,26.318,1.53702,-0.44592,18.852,1.60040,7.466
8.276,0.00000,0.00000,26.318,1.53145,-0.44905,18.852,1.59593,7.466
8.300,0.00000,0.00000,26.320,1.52264,-0.45402,18.852,1.58888,7.468
8.319,0.00000,0.00000,26.320,1.51491,-0.45837,18.852,1.58274,7.468
8.338,0.00000,0.00000,26.319,1.50851,-0.46198,18.852,1.57766,7.467
8.355,0.00000,0.00000,26.317,1.50024,-0.46665,18.852,1.57114,7.465
8.375,0.00000,0.00000,26.317,1.49171,-0.47146,18.852,1.56444,7.465
8.396,0.00000,0.00000,26.318,1.48294,-0.47641,18.852,1.55759,7.466
8.418,0.00000,0.00000,26.317,1.47213,-0.48251,18.852,1.54919,7.465
8.439,0.00000,0.00000,26.317,1.46290,-0.48772,18.852,1.54206,7.465
8.456,0.00000,0.00000,26.316,1.45539,-0.49196,18.852,1.53629,7.464
8.478,0.00000,0.00000,26.316,1.44393,-0.49843,18.852,1.52753,7.464
8.495,0.00000,0.00000,26.316,1.43617,-0.50281,18.852,1.52164,7.464
8.519,0.00000,0.00000,26.315,1.42436,-0.50947,18.852,1.51273,7.463
8.538,0.00000,0.00000,26.315,1.41439,-0.51510,18.852,1.50526,7.463
8.559,0.00000,0.00000,26.315,1.40430,-0.52080,18.852,1.49776,7.463
8.576,0.00000,0.00000,26.315,1.39615,-0.52539,18.852,1.49174,7.463
8.596,0.00000,0.00000,26.315,1.38589,-0.53119,18.852,1.48420,7.463
8.618,0.00000,0.00000,26.318,1.37346,-0.53821,18.852,1.47515,7.466
8.639,0.00000,0.00000,26.320,1.36302,-0.54410,18.852,1.46760,7.468
8.655,0.00000,0.00000,26.319,1.35461,-0.54885,18.852,1.46158,7.467
8.680,0.00000,0.00000,26.318,1.34192,-0.55601,18.852,1.45255,7.466
